의원명,제목,언론사,링크,발행일,요약,관련보도수
강승규,"강승규 의원 ""전국 수산물 위판장 55.6%, 방조·방서 시설 없어""",news.lghellovision.net,http://news.lghellovision.net/news/articleView.html?idxno=554532,2026-09-10,전국 수산물 위판장 방조·방서 시설 미비 지적,1
강승규,‘농협법 개정안’ 결론 또 못내렸다…직선제·독립감사위 이견 첨예,nongmin.com,https://www.nongmin.com/article/20260909500755,2026-09-10,농협법 개정안 입장 표명,1
강준현,"보훈 위탁병원 '관리 사각지대' 손본다…강준현, 관련 8개 법안 동시 발...",greened.kr,https://www.greened.kr/news/articleView.html?idxno=349737,2026-09-10,보훈 8법 대표발의,1
김기현,불법 폐기물 성·복토 근절 방안 마련,womentimes.co.kr,https://www.womentimes.co.kr/news/articleView.html?idxno=106096,2026-09-10,불법매립 퇴출 3법 대표 발의,1
김남국,환자 알 권리 보장 위한 수술실 CCTV 제도개선 토론회 개최,kpanews.co.kr,https://www.kpanews.co.kr/news/articleView.html?idxno=543452,2026-09-10,수술실 CCTV 토론회 공동 주최,1
강선우,"이 정부 장관 후보자 ‘낙마의 법칙’···청문회 고수하고, 3~4주 만에...",khan.co.kr,https://www.khan.co.kr/article/202609100600031,2026-09-10,과거 여성가족부 장관 후보자 지명 낙마,1
김문수,"조직개편부터 ‘동상이몽’…전남광주특별시, 출범 석 달 만에 삐걱",viva100.com,https://www.viva100.com/article/20260910500143,2026-09-10,부시장 배치 변경 관련 의회 협의 문제 제기,1
김문수,"기간제 교사 밀어내고 수당 챙겼나, ‘얌체복직’ 논란···21명은 학기...",khan.co.kr,https://www.khan.co.kr/article/202609100801001,2026-09-10,교원 방학 기간 조기 복직 현황 공개,1
김미애,“오래 산다면 국민연금만 한 게 없지”…다시 불붙은 ‘추납 재테크’...,mk.co.kr,https://www.mk.co.kr/article/12149048,2026-09-10,외국인 국민연금 추납 상호주의 제한 법안 발의,1
김문수,"""책상 뒤집히는 한 있어도""…전남광주시 첫 조직개편안 파행",ikbc.co.kr,https://www.ikbc.co.kr/article/view/kbc202609100016,2026-09-10,전남광주시 첫 조직개편안 배치가 경위 따져 물어,1
김문수,정규 교사 '얌체복직'에 기간제 교사 피해 여전?…실태 살펴...,yna.co.kr,https://www.yna.co.kr/view/AKR20260909137600518?input=1195m,2026-09-10,정규 교사 방학기간 얌체 복직 실태 공개,1
김미애,국민연금 추납 다시 불붙었다…2년새 3배 가까이 늘어,fnnews.com,https://www.fnnews.com/news/202609101113240542,2026-09-10,외국인 국민연금 추납 제한 법안 발의,1
김미애,'119개월 족쇄' 무색해진 국민연금 추납…2년 만에 3배 폭증,view.asiae.co.kr,https://view.asiae.co.kr/article/2026091011085210002,2026-09-10,외국인 국민연금 추납 요건 강화 법안 발의,1
김미애,"국민연금 추납 신청, 2년 만에 3배 급증…외국인 수급권도 10년새 83배로...",queen.co.kr,http://www.queen.co.kr/news/articleView.html?idxno=463120,2026-09-10,외국인 국민연금 추납 자격 제한 법안 발의,1
김미애,"""뒤늦게 내고 연금 받는다""…국민연금 추납 신청 2년 새 3배 급증",news1.kr,https://www.news1.kr/economy/trend/6285826,2026-09-10,외국인 국민연금 추납 자격 제한 법안 발의,1
김미애,한 달 일하고 평생 연금?…국민연금 추납 신청 2년 새 3배,hankyung.com,https://www.hankyung.com/article/202609105825H,2026-09-10,외국인 국민연금 추납 상호주의 제한 법안 발의,1
김미애,"규제로 잠잠했던 국민연금 추납, 2년 만에 다시 3배 가까이 폭증",news2day.co.kr,https://www.news2day.co.kr/article/20260910500073,2026-09-10,외국인 국민연금 추납 제한 국민연금법 발의,1
김미애,한 달 내고 119개월 몰아내기도…국민연금 추납 2년 새 3배 급증,joongang.co.kr,https://www.joongang.co.kr/article/25460671,2026-09-10,외국인 국민연금 추납 제한 법안 발의,1
김미애,삼전·LH '저리 사내 대출' 논란… DSR 비껴간 복지에 부채 관리·형평성...,the-biz.co.kr,http://www.the-biz.co.kr/news/articleView.html?idxno=727635,2026-09-10,LH 임직원 저리 사내 대출 논란 지적,1
김미애,"국민연금 추납 신청, 2년새 3배 가까이 급증...외국인 수급권 취득 10년...",kbsm.net,https://www.kbsm.net/news/view.php?idx=533644,2026-09-10,외국인 국민연금 추납 제한 법안 발의,1
김미애,"""전세난·집값 불안"" 속 서울 생애최초 주택 구입 비중 역대 최대 外 [오...",sisunnews.co.kr,http://www.sisunnews.co.kr/news/articleView.html?idxno=245790,2026-09-10,외국인 국민연금 추납 기간 제한 법안 발의,1
강명구,"경찰, ‘수사경과 자진반납’ 작년치 넘어…수사 질 저하 우려",hani.co.kr,https://www.hani.co.kr/arti/society/society_general/1277094.html,2026-09-10,경찰 '수사경과 자진반납' 증가 지적,1
강명구,"""깊이 반성"" 이유로 다시 지구대에…징계 경찰 312명 '예외 배치...",mbn.co.kr,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5218243,2026-09-10,징계 경찰 312명 예외 배치 지적,2
강명구,"KT 컨소시엄 사업 수사 의뢰, 경찰 바디캠 '중국산 라벨갈이' 의혹",financialreview.co.kr,http://www.financialreview.co.kr/news/articleView.html?idxno=44740,2026-09-10,경찰 바디캠 '중국산 라벨갈이' 의혹 제기,1
강명구,"""경찰 바디캠 1만 4000대, 중국산 '라벨갈이' 의혹…수사 의뢰""",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7183492,2026-09-10,경찰 바디캠 '중국산 라벨갈이' 의혹 제기,1
강준현,"문진석, 기회발전특구 이전기업 양도차익 과세이연 `29년까지 연장 추진",sejungilbo.com,https://www.sejungilbo.com/news/articleView.html?idxno=60035,2026-09-10,기회발전특구 이전기업 과세이연 연장 동참,1
강준현,"안신일 세종시의장 ""행정수도 특별법 연내 제정 총력… '협치...",daily.hankooki.com,https://daily.hankooki.com/news/articleView.html?idxno=1404504,2026-09-10,세종시법 개정안 발의 언급,1
강준현,"강준현 의원, '독점규제 및 공정거래에 관한 법률 일부개정법률안' 대표...",newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=717619,2026-09-10,공정거래법 개정안 대표발의,1
고동진,'토종 NPU' 수출확대 방안은?,view.asiae.co.kr,https://view.asiae.co.kr/article/2026091010322363775,2026-09-10,국산 NPU 수출 확대 정책토론회 개최,1
고동진,'국산 NPU 수출 확대·판로 다변화' 정책토론회,view.asiae.co.kr,https://view.asiae.co.kr/article/2026091010310289475,2026-09-10,국산 NPU 수출 확대 정책토론회 주관,1
곽규택,"""6.8억 내라고?"" 재건축 덮친 재초환…집값 잡으려다 되레 올리나",mt.co.kr,https://www.mt.co.kr/estate/2026/09/10/2026090922314421406,2026-09-10,인구감소지역 재건축부담금 면제 개정안 발의,1
곽상언,"곽상언 의원, 첫 대정부질문 진행",newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=717632,2026-09-10,대정부질문서 국정운영 변화 점검,1
권칠승,"금감원, 내년부터 불법 사금융 직접 수사… 민생 특사경 순항",biz.chosun.com,https://biz.chosun.com/stock/finance/2026/09/10/4TAXWPSKCFCOZFCSG35DMMKGUM/?utm_source=naver&utm_medium=original&utm_campaign=biz,2026-09-10,민생 특사경 도입 법안 발의,1
권칠승,AI가 만든 '유령 판례'…법정까지,news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/09/10/2026091090049.html,2026-09-10,AI 유령 판례 사용 관련 질의,1
권향엽,"“소송 보고 결론”…의대 문제, 결국 법원 손에?",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8659668&ref=A,2026-09-10,지방 의대 신설 심사 및 결론 촉구,3
김건,기자회견하는 국힘 성평등가족위원회,newsis.com,https://www.newsis.com/view/NISI20260910_0021431863,2026-09-10,용혜인 장관 후보자 관련 기자회견,1
김건,기자회견하는 강선영 국민의힘 성평등가족위원회 위원,newsis.com,https://www.newsis.com/view/NISI20260910_0021431860,2026-09-10,용혜인 장관 후보자 관련 기자회견 참여,2
김건,"국힘 성평등가족위원회, 용혜인 성평등가족부 장관 후보자 관련 기자회...",newsis.com,https://www.newsis.com/view/NISI20260910_0021431864,2026-09-10,용혜인 장관 후보자 관련 기자회견 개최,2
김건,"“소명 못해 도망가나” 3년전 김행 때린 용혜인, 출근 안했다",joongang.co.kr,https://www.joongang.co.kr/article/25460685,2026-09-10,용혜인 후보자 학력 기재 오류 지적,1
김교흥,김교흥 의원 외국인 연금 꼼수 막는다…추납·부양가족연금에 ‘상호주...,viva100.com,https://www.viva100.com/article/20260910500431,2026-09-10,외국인 국민연금 상호주의 개정안 발의,1
김기표,"與, ‘檢 완전 무력화’ 검사파면법 재추진… “한동훈 불법캐비...",munhwa.com,https://www.munhwa.com/article/11616017?ref=naver,2026-09-10,검사 파면법 대표 발의,1
강준현,"""보훈대상자 의료 지원 강화""... 강준현, 위탁병원 관리체계 법제화 '보...",tournews21.com,https://www.tournews21.com/news/articleView.html?idxno=143133,2026-09-10,위탁병원 관리체계 법제화 보훈 8법 발의,1
강준현,"'2차 상법' 무력화 움직임...與강준현 ""지배주주 이익 꼼수 멈추라""",joseilbo.com,http://www.joseilbo.com/news/news_read.php?uid=575429&class=32&grp=,2026-09-10,2차 상법 무력화 시도 비판,1
김기현,"늘어나는 외국인 산재, 허술한 안전교육...산재보험 재정도 '비상...",hankookilbo.com,https://www.hankookilbo.com/news/article/A2026091010220002564?did=NA,2026-09-10,외국인 산재 실태 국감 지적,1
강준현,"강준현 의원, 국가유공자와 보훈대상자 '보훈 8법' 대표발의",ccnnews.co.kr,http://www.ccnnews.co.kr/news/articleView.html?idxno=414744,2026-09-10,국가유공자 등 보훈 8법 대표발의,1
강득구,야이기 나누는 정성호 전 법무부 장관-강득구 민주당 의원,newsis.com,https://www.newsis.com/view/NISI20260910_0021431740,2026-09-10,정부조직법 개정 방향 국회 토론회 참석,1
강득구,정부조직법 개정안에 따른 법무조직 개편방향 국회 토론회,newsis.com,https://www.newsis.com/view/NISI20260910_0021431738,2026-09-10,법무조직 개편방향 국회 토론회 참석,1
강득구,법무부 “교정청 신설·출입국 차관급 격상…전문성·책임성 높일 것”,edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=03171766645578808&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-09-10,교정행정 및 조직개편 관련 입장 밝혀,1
강득구,법적상한 130% 적용 등 정비사업 법안 대거 국토법안심사소위 회부,arunews.com,https://www.arunews.com/news/articleView.html?idxno=66993,2026-09-10,재건축초과이익환수제 폐지 및 면제 법안 지적,1
강명구,"국민의힘 강명구, ‘비례 배지 반납법’ 발의…“장관·의원 겸직은 탐...",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8660001&ref=A,2026-09-10,'비례 배지 반납법' 대표 발의,1
김미애,정부 기준은 7000만원…LH 직원 주택대출 최대 1.4억 '논란',sportschosun.com,https://www.sportschosun.com/life/2026-09-10/202609090100063320004094,2026-09-10,LH 직원 사내 주택자금 대출 과다 지적,1
고동진,발언하는 고동진 의원,view.asiae.co.kr,https://view.asiae.co.kr/article/2026091010304263550,2026-09-10,국산 NPU 수출 토론회 발언,1
김미애,"한국서 딱 한 달 일하고 국민연금 평생 ‘따박따박’…외국인 추납, 다...",sedaily.com,https://www.sedaily.com/article/20089226?ref=naver,2026-09-10,외국인 국민연금 추납 요건 강화 법안 발의,1
김승원,또 늘어난 무당층…어디에도 안착 못한 ‘갈 곳 잃은 민심’,kukinews.com,https://www.kukinews.com/article/view/kuk202609090160,2026-09-10,법무부 장관 후보자 인선 관련 민심 이탈 분석,1
김승원,"(정기여론조사)①국민 10명 중 3명 ""대통령 지지 철회""…73.4% ""용혜인 임...",newstomato.com,http://www.newstomato.com/ReadNews.aspx?no=1313174&inflow=N,2026-09-10,법무부 장관 후보자 임명 반대 여론 조사 결과 발표,1
김승원,“누구 편도 아니다”…진영보다 사안 따르는 2030,kukinews.com,https://www.kukinews.com/article/view/kuk202609090228,2026-09-10,법무부 장관 후보자 과거 활동 평가 논란,1
김석기,"국회, 오늘 외교·통일·안보 분야 대정부질문…호르무즈·대미투자 놓...",newspim.com,https://www.newspim.com/news/view/20260909001205,2026-09-10,외교통일안보 분야 대정부질문 질의,1
김석기,오늘 외교·통일·안보 분야 대정부질문…‘호르무즈 파병’ 쟁점,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8659564&ref=A,2026-09-10,외교통일안보 대정부질문 첫 질의,1
김병주,대정부질문 이틀차…호르무즈·대미투자·3軍 사관학교 통합 등 여야 격...,news1.kr,https://www.news1.kr/politics/assembly/6285250,2026-09-10,대정부질문 외교안보 분야 질의,1
강대식,내년 서울 공동주택 입주 37% 줄어… 착공 실적도 부진,donga.com,https://www.donga.com/news/Economy/article/all/20260909/134637972/2,2026-09-10,내년 서울 공동주택 입주 물량 급감 전망,1
김위상,여의도 12배 산불 피해에도…국립공원 통제 기간 불법 입산 4배나...,dt.co.kr,https://www.dt.co.kr/article/12083010?ref=naver,2026-09-10,국립공원 불법 입산 주의 당부,1
김위상,'주택공급 검토' 용산공원 인근서 '벤젠'…기준치 최대 335배,news1.kr,https://www.news1.kr/realestate/general/6285367,2026-09-10,용산공원 인근 벤젠 검출에 정화 촉구,1
김원이,목포대 탈락에 김원이 삭발까지…‘1.8점’ 의대 선정 논란 불붙었다,sedaily.com,https://www.sedaily.com/article/20088992?ref=naver,2026-09-10,목포대 의대 선정 논란 삭발 항의,1
김미애,"""역대 철도사업 지연기간 합치면 100년""…총사업비 11조원 늘어",yna.co.kr,https://www.yna.co.kr/view/AKR20260909176300003?input=1195m,2026-09-10,철도사업 개통 지연 현황 분석 발표,1
김동아,"청문회 증인 ‘0명’… 與, 김승원 방어막",chosun.com,https://www.chosun.com/politics/assembly/2026/09/10/JPPGXC3VR5FC7N37WPNSQOSJYM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2026-09-10,청문회 증인 채택 불발에 맹탕 비판,1
김미애,6년간 386억원 투입된 국토교통 R&D 과제 4건 중단·실패,yna.co.kr,https://www.yna.co.kr/view/AKR20260909171800003?input=1195m,2026-09-10,중단·실패한 국토부 R&D 과제 지적,1
김미애,"여야, 김승원 신약 임상청탁 의혹 공방",ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1066859,2026-09-10,김승원 임상청탁 의혹 관련 여야 공방,1
강선영,"국회, 오늘 외교·통일·안보 분야 대정부질문…호르무즈·대미투자 놓...",newspim.com,https://www.newspim.com/news/view/20260909001205,2026-09-10,외교안보 분야 대정부질문 질의,1
김병주,"국회, 오늘 외교·통일·안보 분야 대정부질문…호르무즈·대미투자 놓...",newspim.com,https://www.newspim.com/news/view/20260909001205,2026-09-10,외교통일안보 분야 대정부질문 참석,1
