구분,id,사건명,사건번호,날짜,기관법원,사건종류,AI요약,과징금,형량,원심참조,상세링크,조치유형
의결서,18485,제이더블유바이오사이언스㈜의 손자회사 행위제한규정 위반행위에 대한 건,2024집단1508,2025.6.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18485&type=HTML,
의결서,18489,제이더블유생명과학㈜의 자회사 행위제한규정 위반행위에 대한 건,2024집단1505,2025.6.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18489&type=HTML,
의결서,18491,제이더블유메디칼㈜의 자회사 행위제한규정 위반행위에 대한 건,2024집단1506,2025.6.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18491&type=HTML,
의결서,18487,제이더블유홀딩스㈜의 지주회사 행위제한규정 위반행위에 대한 건,2024집단0501,2025.6.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18487&type=HTML,
의결서,18481,경주건축사업협동조합의 사업자단체금지행위에 대한 건 관련 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025구사1157,2025.6.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18481&type=HTML,
의결서,18639,한국전력공사 발주 2024년도 대구경북 24개지역 배전공사 감리용역 입찰관련 9개 사업자의 부당한 공동행위에 대한 건,2024구사0096,2025.6.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18639&type=HTML,
의결서,18517,㈜위비스의 불공정하도급거래행위에 대한 건 관련 이의신청에 대한 건,2025기심0989,2025.6.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18517&type=HTML,
의결서,18837,㈜미성피지에이의 방문판매법 위반행위에 대한 건,2023구사2327,2025.6.23.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18837&type=HTML,
의결서,18475,공시대상기업집단 「글로벌세아」 소속 ㈜발맥스기술의 주식소유현황 신고규정 위반행위에 대한 건,2025집단0041,2025.6.2.,공정거래위원회,,공시대상기업집단 '글로벌세아' 소속 ㈜발맥스기술이 신설법인 발맥스기술비지피경주의 계열편입 신고를 법정기한 내에 하지 않고 지연하여 경고 조치를 받음,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18475&type=HTML,경고
의결서,18477,㈜제이에프파트너스의 가맹사업법 위반행위에 대한 건,2023서가1268,2025.6.2.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18477&type=HTML,
의결서,18559,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜쟈마트의 이의신청에 대한 건,2025기심1013,2025.6.2.,공정거래위원회,,"건설사 발주 시스템 가구 입찰 관련 부당한 공동행위를 한 ㈜쟈마트의 과징금 감경 등 이의신청에 대해, 원심결의 과징금 산정이 적법하며 이의신청인의 주장이 이유 없어 기각함","1,593백만원",,원심결공정거래위원회 2025. 3. 10. 전원회의 의결 제2025-038호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18559&type=HTML,"과징금, 기각"
의결서,18551,3개 이동통신사업자의 부당한 공동행위 및 (사)한국정보통신진흥협회의 사업자단체 금지행위에 대한 건,2023서감0734,2025.6.18.,공정거래위원회,,3개 이동통신사업자의 부당한 공동행위 및 (사)한국정보통신진흥협회의 사업자단체 금지행위에 대한 기초사실 및 시장구조를 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18551&type=HTML,
의결서,18579,대구염색산업단지관리공단 발주 발전소 배전반 판넬 교체공사 입찰 관련 3개 사업자의 부당한 공동행위에 대한 건,2021카총2139,2025.6.17.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18579&type=HTML,
의결서,18479,기업집단「중흥건설」소속 계열회사들의 부당지원행위 등에 대한 건,2022지원2026,2025.6.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18479&type=HTML,
의결서,18807,㈜위비스의 불공정하도급거래행위에 대한 건 관련 이의신청에 대한 건,2025기심0956,2025.6.16.,공정거래위원회,,㈜위비스의 부당한 수령거부행위에 대한 이의신청이 이유 없으므로 기각됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18807&type=HTML,"과징금, 기각"
의결서,18451,한얼도검제작소의 전자상거래소비자보호법 위반에 대한 건,2024서소0853,2025.6.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18451&type=HTML,
의결서,18771,18개 건설사 발주 물탱크 납품공사 입찰 관련 38개 사업자의 부당한 공동행위에 대한 건,"2022민수1584, 2025국카0666∼0668, 2025국카0670∼0671, 2025국카0674∼0684, 2025국카0687",2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18771&type=HTML,
의결서,18419,㈜지제이건설의 불공정하도급거래행위에 대한 건,2024하조0343,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18419&type=HTML,
의결서,18459,㈜케이티디에스의 불공정하도급거래행위에 대한 건,2024신하1925,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18459&type=HTML,
의결서,18839,㈜케이지디의 전자상거래소비자보호법 위반행위에 대한 건,2023서소2391,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18839&type=HTML,
의결서,18465,㈜케이에스의 부당한 광고행위에 대한 건,2024구사0748,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18465&type=HTML,
의결서,18471,㈜스튜디오프리즘의 손자회사 행위제한규정 위반행위에 대한 건,2024집단1788,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18471&type=HTML,
의결서,18515,㈜서연이화의 불공정하도급거래행위에 대한 건,2023하조1310,2025.6.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18515&type=HTML,
의결서,18431,케이디(주)의 불공정하도급거래행위에 대한 건,2023서건1962,2025.5.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18431&type=HTML,
의결서,18373,㈜에이치티엠의 불공정하도급거래행위에 대한 건,2023서제1326,2025.5.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18373&type=HTML,
의결서,18393,㈜하고하우스의 불공정하도급거래행위에 대한 건,2023서제0874,2025.5.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18393&type=HTML,
의결서,18395,㈜아이더스에프앤비의 가맹사업법 위반행위에 대한 건,2023가조1879,2025.5.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18395&type=HTML,
의결서,18473,(주)리만코리아의 방문판매법 위반행위에 대한 건 관련 이의신청에 대한 건,2025소심0962,2025.5.30.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18473&type=HTML,
의결서,18495,㈜테크랩스의 전자상거래소비자보호법 위반행위에 대한 건,2022전자1080,2025.5.29.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18495&type=HTML,
의결서,18831,㈜신원라이프의 할부거래법 위반행위에 대한 건,2024약특1490,2025.5.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18831&type=HTML,
의결서,18407,에쓰와이이앤씨㈜의 입찰참가자격제한 요청에 대한 건,2024하조1494,2025.5.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18407&type=HTML,
의결서,18563,기업집단 「중흥건설」 소속 계열회사들의 부당지원행위 등에 대한 건,2022지원2026,2025.5.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18563&type=HTML,
의결서,18411,케이엠솔루션(주)의 가맹사업법 위반행위에 대한 건,2024가조1186,2025.5.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18411&type=HTML,
의결서,18483,㈜금복주의 부당한 고객유인행위에 대한 건,2024구사1164,2025.5.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18483&type=HTML,
의결서,18659,한양산업개발(주)의 불공정하도급거래행위에 대한 건,2024신하1500,2025.5.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18659&type=HTML,
의결서,18389,지에스건설㈜ 등 10개 건설사 발주 빌트인 특판가구 구매입찰 관련 ㈜우아미가구의 부당한 공동행위에 대한 건,"2024제카2448, 2024제카2450∼2024제카2458",2025.5.26.,공정거래위원회,,,,,원심결(의결 제2024-080호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18389&type=HTML,
의결서,18963,라라코리아(주)의 방문판매법 위반행위에 대한 건,2024약특2483,2025.5.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18963&type=HTML,
의결서,18833,썬라이더다이렉트코리아(유)의 방문판매법 위반행위에 대한 건,2024약특2409,2025.5.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18833&type=HTML,
의결서,18949,라라코리아(주)의 방문판매법 위반행위에 대한 건,2024약특2483,2025.5.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18949&type=HTML,
의결서,18371,스텔란티스코리아(주)의 대리점법 위반행위에 대한 건,2020대리1078,2025.5.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18371&type=HTML,
의결서,18835,(주)꺌랑의 전자상거래소비자보호법 위반행위에 대한 건,"2023전자1319, 2023서소0678",2025.5.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18835&type=HTML,
의결서,18999,(주)컴투스의 전자상거래소비자보호법 위반행위에 대한 건,2024중점1051,2025.5.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18999&type=HTML,
의결서,18957,(주)크래프톤의 전자상거래소비자보호법 위반행위에 대한 건,2024중점1050,2025.5.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18957&type=HTML,
의결서,18507,다온건설(주)의 시정조치불이행에 대한 건,2024구사1252,2025.5.22.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18507&type=HTML,
의결서,18607,구미지역 6개 교복판매사업자의 부당한 공동행위에 대한 건,2023구사1810,2025.5.22.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18607&type=HTML,
의결서,18537,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 전○○의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0795,2025.5.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18537&type=HTML,
의결서,18539,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜에스엔디엔지의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0801,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18539&type=HTML,
의결서,18543,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜스페이스맥스의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0746,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18543&type=HTML,
의결서,18545,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜제이씨의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0794,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18545&type=HTML,
의결서,18533,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜쟈마트의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0796,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18533&type=HTML,
의결서,18521,㈜도원이엔씨의 경고심의요청에 대한 건,2024전사1842,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18521&type=HTML,
의결서,18535,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜동성사의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0790,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18535&type=HTML,
의결서,18541,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜창의인터내셔날의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0792,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18541&type=HTML,
의결서,18547,16개 건설사 발주 시스템 가구 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건 관련 ㈜콤비의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025서카0732,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18547&type=HTML,
의결서,18349,㈜아이티밴드의 불공정하도급거래행위에 대한 건,2023신하2031,2025.5.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18349&type=HTML,
의결서,18435,비알코리아㈜의 가맹사업법 위반행위에 대한 건 관련 비알코리아㈜의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025전사0758,2025.5.2.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18435&type=HTML,
의결서,18615,시높시스 인포코레이티드 및 앤시스 인코포레이티드의 기업결합 제한규정 위반행위에 대한 건 관련 의결서 경정 결정에 대한 건,2025기심0955,2025.5.19.,공정거래위원회,,"반도체 설계 IP시장 지위 표현 명확화, 재무상황 오기 정정, 시정방안 문구 수정 등을 위해 공정거래위원회 의결서를 일부 경정함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18615&type=HTML,인용
의결서,18357,엘리멘트리 이노베이션 프라이빗 리미티드 등의 전자상거래소비자보호법 위반행위에 대한 건,2024전자0485,2025.5.19.,공정거래위원회,,"엘리멘트리 이노베이션 프라이빗 리미티드 등(테무)이 사이버몰 운영자 신원정보 미표시, 통신판매업 미신고, 통신판매 당사자가 아님을 알리지 않은 행위 등을 함.",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18357&type=HTML,
의결서,18549,방○○(공시대상기업집단 하이브의 동일인)의 지정자료 허위제출행위에 대한 건,2024집단1318,2025.5.18.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18549&type=HTML,
의결서,18439,비알코리아(주)의 가맹사업법 위반행위에 대한 건,2022가조1145,2025.5.18.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18439&type=HTML,
의결서,18361,㈜반도건설 발주 빌트인 특판가구 구매입찰 관련 13개 사업자의 부당한 공동행위에 대한 건 관련 ㈜한특의 이의신청에 대한 건,2025소심0873,2025.5.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18361&type=HTML,
의결서,18365,감정평가사사무소협의회 및 한국감정평가사협회의 사업자단체 금지행위에 대한 건 관련 감정평가사사무소협의회의 이의신청에 대한 건,2025경심0907,2025.5.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18365&type=HTML,
의결서,18469,한국가스공사 발주 CCTV 보안시스템 구매 입찰 관련 3개 사업자의 부당한 공동행위에 대한 건 관련 집행정지 신청에 대한 건,2025경심0861,2025.5.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18469&type=HTML,
의결서,18467,한국가스공사 발주 CCTV 보안시스템 구매 입찰 관련 3개 사업자의 부당한 공동행위에 대한 건 관련 이의신청에 대한 건,2025경심0860,2025.5.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18467&type=HTML,
의결서,18383,신세계건설(주) 발주 시스템 가구 입찰 관련 2개 사업자의 부당한 공동 행위에 대한 건 관련 (주)스페이스맥스의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025서카0821,2025.5.1.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18383&type=HTML,
의결서,18335,한국전력공사 산하 5개 발전사 발주 목재펠릿 구매 입찰 관련 4개 사업자의 부당한 공동행위에 대한 건,2022카총0893,2025.4.30.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18335&type=HTML,
의결서,18305,(주)불스원의 재판매가격유지행위 등에 대한 건,2023서경0410,2025.4.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18305&type=HTML,
의결서,18381,경주건축사업협동조합의 사업자단체금지행위에 대한 건,2023구사2412,2025.4.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18381&type=HTML,
의결서,19063,구글 엘엘씨 등의 시장지배적지위 남용행위 등에 대한 건 관련 동의의결에 대한 건,2025지감1664,2025.12.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19063&type=HTML,
의결서,18901,유기응집제 구매 입찰 관련 9개 사업자의 부당한 공동행위에 대한 건,"2022입담1615, 2024입담2088, 2024입담1905",2025.12.8.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18901&type=HTML,
의결서,18877,조달청 등 발주 소프트웨어 테스팅 시스템 구매 입찰 관련 4개 사업자의 부당한 공동행위에 대한 건,"2025입담0817, 2025입담1622, 2025입담1623",2025.12.3.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18877&type=HTML,
의결서,19103,㈜에이앤지테크놀로지의 불공정하도급거래행위에 대한 건,2025서제0690,2025.12.29.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19103&type=HTML,
의결서,19043,대원산업(주)의 입찰참가자격제한 요청에 대한 건,2025하조0816,2025.12.29.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19043&type=HTML,
의결서,19035,㈜서희건설의 경고심의요청에 대한 건,2025하조1508,2025.12.29.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19035&type=HTML,
의결서,18915,기업집단 「우미」 소속 계열회사들의 부당지원행위에 대한 건,2022내부2039,2025.12.26.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18915&type=HTML,
의결서,18883,조달청 등 발주 소프트웨어 테스팅 시스템 구매 입찰 관련 4개 사업자의 부당한 공동행위에 대한 건 관련 의결서 경정 결정에 대한 건,2025경심2326,2025.12.26.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18883&type=HTML,
의결서,19073,22개 건설사 발주 빌트인 특판가구 구매입찰 관련 35개 사업자의 부당한 공동행위에 대한 건,"2023제카2022, 2025제카0135, 2025제카0137∼0141, 2025제카0152∼0165, 2025제카0167∼0168",2025.12.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19073&type=HTML,
판례,615667,매매대금반환,2025다216444,2025.12.24,대법원,민사,,,,원심판결】 서울중앙지법 2025. 8. 27. 선고 2024나70595,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615667&type=HTML,
의결서,18881,14개 건설사 발주 빌트인 특판가구 입찰 관련 22개 사업자의 부당한 공동행위에 대한 건,2024제카2160∼2173,2025.12.23.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18881&type=HTML,
의결서,18869,동도건설(주) 발주 빌트인 특판가구 입찰 관련 4개 사업자의 부당한 공동행위에 대한 건,2025제카0183,2025.12.23.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18869&type=HTML,
의결서,18867,(주)힘찬건설 발주 빌트인 특판가구 입찰 관련 5개 사업자의 부당한 공동행위에 대한 건,2025제카0185,2025.12.23.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18867&type=HTML,
의결서,18865,대우조선해양(주)의 불공정하도급거래행위에 대한 건 관련 과징금 재산정 및 부과의 건,2024부사2478,2025.12.22.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18865&type=HTML,
의결서,18879,㈜대한항공 및 아시아나항공㈜의 시정조치 불이행에 대한 건,"2025기결1310, 2025기결1311",2025.12.22.,공정거래위원회,,,,,원심결(2024. 12. 24. 전원회의 의결 제2024-364호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18879&type=HTML,
의결서,18861,㈜수협사료의 경고심의요청에 대한 건,2025부사0350,2025.12.2.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18861&type=HTML,
판례,622303,"범죄단체가입, 범죄단체활동, 사기, 자본시장과금융투자업에관한법률위반",2025노1517,2025.12.18,서울남부지방법원,형사,,,,원심판결】 서울남부지방법원 2025. 8. 13. 선고 2025고단1612,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622303&type=HTML,
판례,622837,기타(금전),2025나8154,2025.12.17,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622837&type=HTML,
의결서,18921,중아건설(주)의 시정조치불이행에 대한 건,2025부사1550,2025.12.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18921&type=HTML,
의결서,19045,㈜동원에프앤비의 대리점법 등 위반행위에 대한 건,2024유대1618,2025.12.13.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19045&type=HTML,
의결서,18863,㈜자비스앤빌런즈의 부당한 표시광고행위에 대한 건,2024서소1172,2025.12.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18863&type=HTML,
의결서,19037,한국메가스포츠상사(주)의 불공정 하도급거래행위에 대한 건,2025서제0440,2025.12.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19037&type=HTML,
의결서,18941,우람종합건설(주)의 불공정하도급거래행위에 대한 건,2025신하0729,2025.12.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18941&type=HTML,
의결서,18935,㈜마이리얼트립의 전자상거래소비자보호법 위반행위에 대한 건,2024서소1660,2025.12.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18935&type=HTML,
의결서,18933,㈜야나두의 전자상거래소비자보호법 위반행위에 대한 건,2024서소2475,2025.12.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18933&type=HTML,
의결서,19193,㈜와이케이의 가맹사업법 위반행위에 대한 건,2025구사0212,2025.12.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19193&type=HTML,
판례,616815,판촉행사비용의 분담금은 용역제공의 대가라고 보기 어려움,서울행정법원-2024-구합-78108,2025.12.10,,일반행정,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616815&type=HTML,
의결서,18823,티앤제이인베스트먼트(주)의 지주회사 설립ㆍ전환신고 지연행위에 대한 건,2025집단1169,2025.11.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18823&type=HTML,
의결서,18805,㈜웹젠의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0824,2025.11.6.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18805&type=HTML,
의결서,18775,㈜본보야지의 전자상거래소비자보호법 위반행위에 대한 건,2022전자1518,2025.11.4.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18775&type=HTML,
의결서,18765,9개 건설사 발주 빌트인 특판가구 구매입찰 관련 13개 사업자의 부당한 공동행위에 대한 건 관련 (주)우아미의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025입담1862,2025.11.3.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18765&type=HTML,
의결서,18767,9개 건설사 발주 빌트인 특판가구 구매입찰 관련 13개 사업자의 부당한 공동행위에 대한 건 관련 (주)한특의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025입담1863,2025.11.3.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18767&type=HTML,
의결서,18821,박정석(공시대상기업집단 고려에이치씨의 동일인)의 지정자료 허위제출행위에 대한 건,2025집단0370,2025.11.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18821&type=HTML,
의결서,19079,㈜제이피씨오토모티브의 불공정하도급거래행위에 대한 건 관련 이의신청에 대한 건,2025기심2122,2025.11.28.,공정거래위원회,,,,,원심결공정거래위원회 2025. 9. 11. 제2소회의 의결 제2025-176호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19079&type=HTML,
