의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_W2U6V0D8D1C1D2B1B0A4I4I1G1H8F9,2220867,소득세법 일부개정법률안,재정경제기획위,"박범계의원(민주당, 4선, 대전 서구을) 등 12인",박범계,2026-08-27,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U6V0D8D1C1D2B1B0A4I4I1G1H8F9,물가 상승에 따른 근로자의 실질소득 감소를 보전하기 위해 소득세 기본공제 금액과 대상자의 연소득 요건을 상향하려는 것입니다.,2026-08-30 09:18
PRC_B2A6J0I6G0G1O1L6K5D1A3J4I0H8G9,2220866,폐기물관리법 일부개정법률안,기후에너지환경노동위,"최혁진의원(더불어민주연합, 초선, 비례대표) 등 11인",최혁진,2026-08-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A6J0I6G0G1O1L6K5D1A3J4I0H8G9,생활폐기물 타지역 반출 시 지자체 협의를 의무화하고 시멘트에 사용된 폐기물 정보를 투명하게 공개하도록 하려는 것입니다.,2026-08-30 09:18
PRC_W2W6U0V8R2R4P0Q9P2N4N1V5W7U3T0,2220865,항공사업법 일부개정법률안,국토위,"곽규택의원(국민의힘, 초선, 부산 서구동구) 등 10인",곽규택,2026-08-27,국토교통위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2W6U0V8R2R4P0Q9P2N4N1V5W7U3T0,공항 운영의 효율성을 높이기 위해 국내선 항공기 운항시각의 준수 여부를 정기적으로 평가하여 그 결과를 운수권 배분 등에 반영하려는 것입니다.,2026-08-30 09:18
PRC_T2R6Z0A7Y2Y1X1Y7W1E4F1D6D9B9C2,2220864,초·중등교육법 일부개정법률안,교육위,"소병훈의원(민주당, 3선, 경기 광주시갑) 등 12인",소병훈,2026-08-27,교육위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2R6Z0A7Y2Y1X1Y7W1E4F1D6D9B9C2,학부모의 교육비 부담을 줄이고 공교육을 강화하기 위해 방과후 교육 과정의 법적 근거를 마련하고 이용권을 지급하려는 것입니다.,2026-08-30 09:18
PRC_I2J6H0H8G1H1F2G1N0M6N0L3L3K7K0,2220863,지방대학 및 지역균형인재 육성에 관한 법률 일부개정법률안,교육위,"박범계의원(민주당, 4선, 대전 서구을) 등 10인",박범계,2026-08-27,교육위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2J6H0H8G1H1F2G1N0M6N0L3L3K7K0,지역인재 육성과 균형발전을 위해 비수도권 공공기관의 신규 채용 시 지역인재 의무 채용 비율을 50% 이상으로 상향하려는 것입니다.,2026-08-30 09:18
PRC_Y2W6W0U8T2U5B1C4B1B8Z5A2Y2G9H5,2220862,조세특례제한법 일부개정법률안,재정경제기획위,"윤한홍의원(국민의힘(前 통합당), 3선, 경남 창원시마산회원구) 등 12인",윤한홍,2026-08-27,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W6W0U8T2U5B1C4B1B8Z5A2Y2G9H5,국내 핵심 제조기반의 해외 유출을 막고 기업의 국내 생산을 촉진하기 위해 유망 산업에 대한 국내생산세액공제 제도를 도입하려는 것입니다.,2026-08-30 09:18
PRC_W2E6E0D8D2B6C1B6G4H1F2G5B8C0B0,2220861,한국발전공사법안,기후에너지환경노동위,"강민국의원(국민의힘(前 통합당), 재선, 경남 진주시을) 등 11인",강민국,2026-08-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2E6E0D8D2B6C1B6G4H1F2G5B8C0B0,증가하는 전력 수요에 대응하고 무탄소 에너지 전환을 체계적으로 추진하기 위해 5개 발전공기업을 통합한 한국발전공사를 설립하려는 것입니다.,2026-08-30 09:18
PRC_M2L6S0T8R2S0Q2P0P5X1X3W1X2V7V0,2220860,농어촌정비법 일부개정법률안,농해수위,"문대림의원(민주당, 초선, 제주 제주시갑) 등 12인",문대림,2026-08-27,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L6S0T8R2S0Q2P0P5X1X3W1X2V7V0,농어촌 빈집을 활용한 민박 사업을 도입하고 숙박 요금 미신고나 일방적 예약 취소 등에 대한 제재를 강화하려는 것입니다.,2026-08-30 09:18
PRC_L2M6I0I8G2F6F1E3F4M8N3M5K3K4J6,2220859,민간임대주택에 관한 특별법 일부개정법률안,국토위,"이광재의원(민주당, 4선, 경기 하남시갑) 등 10인",이광재,2026-08-27,국토교통위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M6I0I8G2F6F1E3F4M8N3M5K3K4J6,임대주택 분쟁조정의 실효성을 높이기 위해 당사자의 출석 및 의견 진술 기회를 보장하고 조정안 수락 여부에 대한 규정을 정비하려는 것입니다.,2026-08-30 09:18
PRC_G2H6F0G8E0F5D1L7L1K1L3J6H6I6D4,2220858,게임산업진흥에 관한 법률 일부개정법률안,문체위,"김재원의원(조국혁신당, 초선, 비례대표) 등 12인",김재원,2026-08-27,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2H6F0G8E0F5D1L7L1K1L3J6H6I6D4,해외 게임사의 국내 대리인 제도를 강화하여 이용자 보호와 불만 처리가 실질적으로 이뤄지도록 하려는 것입니다.,2026-08-30 09:18
PRC_G2H6G0G8E0F5N1L4M4K6L2J5H5I0G1,2220857,군급식기본법 일부개정법률안,국방위,"유용원의원(국민의미래, 초선, 비례대표) 등 10인",유용원,2026-08-27,국방위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2H6G0G8E0F5N1L4M4K6L2J5H5I0G1,,2026-08-30 09:18
PRC_L2J6L0J8H0I6D0E9D4D9B5A3A3I8J4,2220856,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,정무위,"조계원의원(민주당, 초선, 전남 여수시을) 등 11인",조계원,2026-08-27,정무위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2J6L0J8H0I6D0E9D4D9B5A3A3I8J4,AI 딥페이크 기술 등으로 국가유공자의 명예를 훼손하거나 조롱하는 영상을 제작·유포하는 것을 금지하고 처벌하려는 것입니다.,2026-08-30 09:18
PRC_T2U6S0R7R2Q8Q1Y4X0X9V5W1V3V5D7,2220855,국가재정법 일부개정법률안,재정경제기획위,"박지혜의원(민주당, 초선, 경기 의정부시갑) 등 11인",박지혜,2026-08-27,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2U6S0R7R2Q8Q1Y4X0X9V5W1V3V5D7,인권 및 환경 침해 피해자를 지원하기 위한 기금을 설치하기 위해 관련 법적 근거를 마련하려는 것입니다.,2026-08-30 09:18
PRC_E2F6D0E7L2M8L1J4J2I1J0Q5R0Q9O9,2220854,기업의 지속가능성 및 책임경영을 위한 인권ㆍ환경 실사법안,재정경제기획위,"박지혜의원(민주당, 초선, 경기 의정부시갑) 등 11인",박지혜,2026-08-27,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2F6D0E7L2M8L1J4J2I1J0Q5R0Q9O9,기업이 공급망 내의 인권 및 환경 침해를 예방하고 점검하도록 의무화하는 실사 제도를 도입하려는 것입니다.,2026-08-30 09:18
PRC_Y2G6F0F8E2E1C1D4L4L6K1I0J5H4I6,2220853,미디어교육지원법안,배정 안됨,"이주희의원(민주당, 초선, 비례대표) 등 17인",이주희,2026-08-27,,입안 및 발의,입안 및 발의,심사중,,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2G6F0F8E2E1C1D4L4L6K1I0J5H4I6,국민의 미디어 이해력을 높이고 체계적인 미디어 교육을 지원하기 위한 종합 계획과 심의 위원회를 설치하려는 것입니다.,2026-08-30 09:18
PRC_J2R6S0Q8O2P5O1O6W4W3V5T9U2S9S4,2220852,기후테크기업 육성 및 기후테크산업 생태계 조성에 관한 특별법안,기후에너지환경노동위,"김소희의원(국민의미래, 초선, 비례대표) 등 42인",김소희,2026-08-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2R6S0Q8O2P5O1O6W4W3V5T9U2S9S4,기후테크 산업의 경쟁력을 강화하고 연구개발부터 사업화까지 전 주기를 체계적으로 지원하기 위한 특별법을 제정하려는 것입니다.,2026-08-30 09:18
PRC_L2J6R0S7Q1R4P1P6O5W5W2V2V9U7U1,2220851,범죄피해자 보호법 일부개정법률안,법사위,"박정현의원(민주당, 초선, 대전 대덕구) 등 10인",박정현,2026-08-27,법제사법위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2J6R0S7Q1R4P1P6O5W5W2V2V9U7U1,범죄피해자 보호 정책을 체계적으로 수립하기 위해 실태조사를 매년 의무적으로 실시하도록 하려는 것입니다.,2026-08-30 09:18
PRC_J2K6I0I8V2T5U1S6T1R6S5A2Y3Z2X4,2220850,해녀어업 보전 및 지원에 관한 법률안,농해수위,"정희용의원(국민의힘(前 통합당), 재선, 경북 고령군성주군칠곡군) 등 12인",정희용,2026-08-27,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2K6I0I8V2T5U1S6T1R6S5A2Y3Z2X4,"해녀어업을 체계적으로 보전하고 지원하기 위해 기본계획 수립, 해녀증 발급, 신규 해녀 정착 및 진료비 지원 등의 근거를 마련합니다.",2026-08-30 09:18
PRC_I2Q6Q0P8N2O5M1N7V1V6U0S7T7R0S8,2220849,정당법 일부개정법률안,행안위,"임미애의원(더불어민주연합, 초선, 비례대표) 등 10인",임미애,2026-08-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q6Q0P8N2O5M1N7V1V6U0S7T7R0S8,국회의원 지역구마다 설치된 당원협의회 사무소의 원활한 운영을 위해 최대 2명의 유급사무직원을 둘 수 있는 근거를 신설합니다.,2026-08-30 09:18
PRC_I2H6H0P8Q1O9P1N3O0M9U4U6T0U3S2,2220848,병역법 일부개정법률안,국방위,"황명선의원(민주당, 초선, 충남 논산시계룡시금산군) 등 13인",황명선,2026-08-27,국방위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H6H0P8Q1O9P1N3O0M9U4U6T0U3S2,병역판정검사나 입영 기피를 조장하는 정보를 인터넷에 올리거나 유통하는 행위를 금지하고 처벌 근거를 마련합니다.,2026-08-30 09:18
PRC_K2I6A0O5Q2X0M1F1P0N3Q5S4M7K0H9,2220847,중소기업 기술혁신 촉진법 일부개정법률안(대안),산자위,산업통상자원중소벤처기업위원장,,2026-08-27,산업통상자원중소벤처기업위원회,본회의 의결,본회의 의결,심사중,2026-05-20,2026-05-20,대안가결,2026-08-26,2026-08-26,수정가결,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I6A0O5Q2X0M1F1P0N3Q5S4M7K0H9,"중소기업 기술혁신 지원금의 부당 집행을 막기 위해 사후 관리를 강화하고, 기술력 중심의 자금 조달을 돕는 기술금융 지원을 확대합니다.",2026-08-30 09:18
PRC_C2I6S0W5A2F0N1J1R0O3Z1T0M6I4I8,2220846,중소기업기본법 일부개정법률안(대안),산자위,산업통상자원중소벤처기업위원장,,2026-08-27,산업통상자원중소벤처기업위원회,본회의 의결,본회의 의결,심사중,2026-05-20,2026-05-20,대안가결,2026-08-26,2026-08-26,원안가결,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2I6S0W5A2F0N1J1R0O3Z1T0M6I4I8,"경제활동 기반이 취약한 마을기업과 자활기업, 의료법인을 중소기업 지원 대상에 포함하여 정책 사각지대를 해소합니다.",2026-08-30 09:18
PRC_K2X6F0C5P2X0X1O1F0I4I4X3D6X8K0,2220845,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(대안),산자위,산업통상자원중소벤처기업위원장,,2026-08-27,산업통상자원중소벤처기업위원회,본회의 의결,본회의 의결,심사중,2026-05-20,2026-05-20,대안가결,2026-08-26,2026-08-26,수정가결,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2X6F0C5P2X0X1O1F0I4I4X3D6X8K0,"전통시장 주차장 등 지원 사업에서 재정 여건이 열악한 지역을 우대하고, 대규모점포 개설등록 위반 시 곧바로 형사처벌하는 대신 시정명령을 거치도록 합니다.",2026-08-30 09:18
PRC_V2C6D0M3B1F1R1S6P0A2F3S5T3R1M1,2220844,소상공인기본법 일부개정법률안(대안),산자위,산업통상자원중소벤처기업위원장,,2026-08-27,산업통상자원중소벤처기업위원회,본회의 의결,본회의 의결,심사중,2026-03-12,2026-03-12,대안가결,2026-08-26,2026-08-26,수정가결,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2C6D0M3B1F1R1S6P0A2F3S5T3R1M1,정부가 소상공인 지원 정책을 데이터 기반으로 세울 수 있도록 국세청 등에 과세 정보 등을 요청할 수 있는 근거를 마련합니다.,2026-08-30 09:18
PRC_E2Q6E0S5G2L0Z1N1R0A6I3R6H5K7H5,2220843,소상공인 보호 및 지원에 관한 법률 일부개정법률안(대안),산자위,산업통상자원중소벤처기업위원장,,2026-08-27,산업통상자원중소벤처기업위원회,본회의 의결,본회의 의결,심사중,2026-05-20,2026-05-20,대안가결,2026-08-26,2026-08-26,수정가결,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2Q6E0S5G2L0Z1N1R0A6I3R6H5K7H5,경영 위기에 처한 소상공인을 미리 찾아내어 진단과 채무조정 등의 지원을 체계적으로 받을 수 있도록 사전 예방적 지원 체계를 구축합니다.,2026-08-30 09:18
PRC_E2Z6A0Z8Z2X6W1W0E0F0D4E6C0D4B6,2220842,지방재정법 일부개정법률안,행안위,"이해식의원(민주당, 재선, 서울 강동구을) 등 11인",이해식,2026-08-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2Z6A0Z8Z2X6W1W0E0F0D4E6C0D4B6,지방자치단체장이 예산안을 지방의회에 제출한 날부터 10일 이내에 인터넷 홈페이지 등에 공개하도록 하여 주민의 예산 참여를 보장합니다.,2026-08-30 09:18
PRC_S2O6O0N8L2M6L1L0T0R1S1Q6R6P9Q4,2220841,지방회계법 일부개정법률안,행안위,"이해식의원(민주당, 재선, 서울 강동구을) 등 11인",이해식,2026-08-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2O6O0N8L2M6L1L0T0R1S1Q6R6P9Q4,지방자치단체장이 결산 승인을 요청할 때 결산서를 함께 공개하도록 하여 지방재정의 투명성과 주민 참여를 높입니다.,2026-08-30 09:18
PRC_R2S6O0M7N3L0M1K0L3T5R5R9Q4R5P1,2220840,지방자치법 일부개정법률안,행안위,"이해식의원(민주당, 재선, 서울 강동구을) 등 11인",이해식,2026-08-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S6O0M7N3L0M1K0L3T5R5R9Q4R5P1,"지방의회가 내실 있게 예산안을 심사할 수 있도록 예산안 제출 시기를 시·도는 10일, 시·군 및 자치구는 5일 앞당깁니다.",2026-08-30 09:18
PRC_Z2V6W0U8V2T5U0S9A1B5Z5A5Y0Y7X9,2220839,해수욕장의 이용 및 관리에 관한 법률 일부개정법률안,농해수위,"이상휘의원(국민의힘, 초선, 경북 포항시남구울릉군) 등 11인",이상휘,2026-08-27,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2V6W0U8V2T5U0S9A1B5Z5A5Y0Y7X9,해수욕장의 안전 및 환경 관리에 드는 비용 일부를 국가가 보조할 수 있도록 하여 지자체의 재정 부담을 덜어줍니다.,2026-08-30 09:18
PRC_N2L6L0K7L3J0J1R3Q5Q9O1P7O6O5K1,2220838,채용절차의 공정화에 관한 법률 일부개정법률안,기후에너지환경노동위,"이종배의원(국민의힘(前 통합당), 4선, 충북 충주시) 등 13인",이종배,2026-08-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2L6L0K7L3J0J1R3Q5Q9O1P7O6O5K1,구직자가 채용 과정에서 제출한 기획안이나 포트폴리오 등의 심층 자료를 회사가 채용 목적 외에 임의로 사용하는 것을 금지합니다.,2026-08-30 09:18
PRC_N2N6V0V8U2T4T1R5Z1A4Y3Z8X9Y0W9,2220837,조세특례제한법 일부개정법률안,재정경제기획위,"조지연의원(국민의힘, 초선, 경북 경산시) 등 15인",조지연,2026-08-27,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2N6V0V8U2T4T1R5Z1A4Y3Z8X9Y0W9,친환경 자동차를 살 때 개별소비세를 깎아주는 혜택의 적용 기한을 2030년까지 4년 연장합니다.,2026-08-30 09:18
PRC_K2L6J0J8I2G5H1P2P5O3O1M6L6M3T2,2220836,핵추진잠수함사업에 관한 특별법안,국방위,"유용원의원(국민의미래, 초선, 비례대표) 등 31인",유용원,2026-08-27,국방위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2L6J0J8I2G5H1P2P5O3O1M6L6M3T2,"국가안보 강화를 위해 핵추진잠수함의 획득과 운영, 안전관리를 체계적으로 추진할 수 있는 특별법을 제정합니다.",2026-08-30 09:18
PRC_P2Q6Y0W7X2V8W1U8V4R3P5Q9O0P4N1,2220835,군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안,국방위,"최은석의원(국민의힘, 초선, 대구 동구군위군갑) 등 11인",최은석,2026-08-27,국방위원회,상임위 심사,상임위 심사,심사중,2026-08-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2Q6Y0W7X2V8W1U8V4R3P5Q9O0P4N1,"군용비행장 소음 피해 보상금을 매년 소비자물가 상승률을 반영해 산정하고, 소음 조사 과정에 주민이 추천하는 전문가가 참여하도록 합니다.",2026-08-30 09:18
